CPU_Usage,Memory_GB,Latency_ms,Risk_Score,Status
88.174866,53.902214,939.8821,1.3555,Critical Alert
71.67166,63.940994,953.05786,1.2976,Critical Alert
85.128296,60.5519,922.2221,1.4018,Critical Alert
85.532616,54.01456,935.16113,1.3148,Critical Alert
91.29808,61.0367,936.1676,1.512,Critical Alert
99.12598,40.183197,970.8866,1.3205,Critical Alert
92.44398,62.794846,958.7963,1.5803,Critical Alert
86.97634,61.032223,977.5769,1.4935,Critical Alert
92.8102,58.25901,877.2676,1.4271,Critical Alert
96.402275,54.421616,993.6767,1.5368,Critical Alert
98.12974,51.041584,824.193,1.3303,Critical Alert
97.75661,53.94763,942.21436,1.4949,Critical Alert
94.578514,59.315582,930.5054,1.5248,Critical Alert
77.85647,60.280777,986.3601,1.3607,Critical Alert
90.68452,61.883785,937.31647,1.5182,Critical Alert
90.427155,60.509563,910.93933,1.4648,Critical Alert
94.17803,49.68256,912.7672,1.3441,Critical Alert
99.05656,60.95862,847.84625,1.5292,Critical Alert
90.341675,51.48313,959.38104,1.3672,Critical Alert
92.638725,63.324203,901.462,1.5321,Critical Alert
86.56863,54.81729,989.0417,1.3986,Critical Alert
89.46675,62.66971,866.5208,1.4401,Critical Alert
92.886925,57.963757,909.764,1.4572,Critical Alert
96.47945,45.4175,992.9674,1.3909,Critical Alert
85.267265,59.495144,924.67126,1.3892,Critical Alert
96.9101,54.444813,933.18,1.4815,Critical Alert
97.09561,59.63345,711.8588,1.3385,Critical Alert
95.94609,55.562958,987.1102,1.542,Critical Alert
86.93546,62.99153,996.2589,1.5441,Critical Alert
81.44062,62.315495,999.35864,1.4582,Critical Alert
76.39516,63.41102,956.1549,1.3594,Critical Alert
94.13103,52.715767,969.1315,1.4513,Critical Alert
96.40233,58.167625,707.81165,1.3006,Critical Alert
85.389404,60.7159,939.2555,1.4259,Critical Alert
84.426346,56.007957,918.00543,1.3136,Critical Alert
78.077,62.373573,926.0492,1.3351,Critical Alert
91.970116,55.787243,985.44617,1.4874,Critical Alert
89.94029,58.30619,932.91595,1.4449,Critical Alert
97.42305,47.20448,906.6838,1.3436,Critical Alert
97.42287,62.140526,824.9884,1.5015,Critical Alert
95.22774,51.334015,935.476,1.4095,Critical Alert
90.98416,59.025005,949.6281,1.4888,Critical Alert
97.88145,61.29695,673.2994,1.3366,Critical Alert
79.89209,62.881165,892.37665,1.3342,Critical Alert
91.44174,62.93595,928.75507,1.5372,Critical Alert
99.40208,51.505634,926.8691,1.4627,Critical Alert
95.060356,58.109486,772.5376,1.3479,Critical Alert
89.669334,53.060585,919.37,1.3417,Critical Alert
98.45352,55.07059,940.4074,1.5212,Critical Alert
90.19931,57.732384,885.7473,1.3902,Critical Alert
92.85085,63.589573,768.9199,1.4017,Critical Alert
86.7227,62.46286,866.51154,1.3977,Critical Alert
88.88473,63.28671,788.32275,1.3606,Critical Alert
87.718605,57.61415,893.90936,1.3615,Critical Alert
86.88823,63.58899,813.11255,1.3628,Critical Alert
89.23593,63.99487,853.6593,1.445,Critical Alert
90.165184,63.06986,714.62115,1.2987,Critical Alert
95.50065,47.47906,939.685,1.3551,Critical Alert
89.20225,59.589905,965.8402,1.4895,Critical Alert
78.13343,58.209087,950.8061,1.294,Critical Alert
93.834755,63.04644,889.1404,1.5318,Critical Alert
92.612434,61.15194,788.9347,1.3795,Critical Alert
89.59597,53.507683,920.2707,1.3489,Critical Alert
87.60944,63.69866,878.7089,1.443,Critical Alert
98.067986,48.106155,857.528,1.3164,Critical Alert
98.976135,56.658947,883.7789,1.4956,Critical Alert
72.94149,62.01994,966.1229,1.298,Critical Alert
93.60291,61.51558,694.17474,1.301,Critical Alert
85.78815,59.370285,930.2945,1.4004,Critical Alert
96.13269,52.304165,844.98175,1.344,Critical Alert
99.28939,56.769817,770.5089,1.3841,Critical Alert
90.71002,57.402496,862.5365,1.368,Critical Alert
97.28798,57.099167,871.1171,1.4656,Critical Alert
97.71018,61.676723,927.31256,1.6043,Critical Alert
95.55451,47.344906,884.8818,1.2967,Critical Alert
86.66757,53.987164,986.70465,1.3841,Critical Alert
95.95004,48.277813,860.5641,1.2922,Critical Alert
89.08853,57.658215,943.14307,1.4329,Critical Alert
98.356766,62.238667,699.738,1.3862,Critical Alert
90.69389,56.56008,952.6596,1.4478,Critical Alert
78.56775,60.414974,973.81085,1.3599,Critical Alert
98.28881,50.803032,888.8708,1.3959,Critical Alert
90.05907,63.662086,957.8647,1.5595,Critical Alert
97.30149,62.849354,714.9899,1.3969,Critical Alert
89.422424,58.41575,994.39984,1.5032,Critical Alert
97.22971,55.681847,894.9361,1.4664,Critical Alert
94.32401,50.14909,869.1786,1.3085,Critical Alert
95.5733,63.37384,725.12146,1.3914,Critical Alert
86.01384,55.1143,944.4632,1.3492,Critical Alert
86.43089,63.794212,768.34784,1.3132,Critical Alert
98.78587,63.270214,952.2006,1.6714,Critical Alert
83.85807,62.108505,842.66455,1.3264,Critical Alert
73.73368,62.79921,952.5165,1.3078,Critical Alert
91.3169,62.43284,735.5735,1.3265,Critical Alert
86.92778,56.30172,940.41064,1.3773,Critical Alert
89.1429,51.694973,981.2378,1.3763,Critical Alert
99.32077,47.743515,957.1541,1.4318,Critical Alert
82.67941,59.686398,931.8676,1.363,Critical Alert
84.69864,52.18732,974.9094,1.3146,Critical Alert
89.98606,55.43182,891.9935,1.3563,Critical Alert
93.64126,61.65787,847.0505,1.4628,Critical Alert
93.1012,54.69286,834.9052,1.3293,Critical Alert
99.05127,56.267376,898.1081,1.5052,Critical Alert
96.00059,47.307365,906.42993,1.3248,Critical Alert
80.24529,57.895393,955.63934,1.324,Critical Alert
87.16016,62.173393,957.1537,1.4934,Critical Alert
94.40667,49.99658,987.26776,1.4299,Critical Alert
90.99838,51.825424,923.6551,1.345,Critical Alert
83.28132,59.44656,920.296,1.3556,Critical Alert
95.5534,59.2241,747.0009,1.3464,Critical Alert
96.76075,43.484974,994.06165,1.3646,Critical Alert
91.44677,48.247307,994.34576,1.3667,Critical Alert
81.6029,62.526627,999.4151,1.464,Critical Alert
92.75141,63.70061,738.3237,1.3703,Critical Alert
99.88411,50.839806,962.82556,1.4961,Critical Alert
91.56094,53.623833,962.43243,1.4225,Critical Alert
98.11289,54.412655,969.09143,1.5354,Critical Alert
91.28229,48.493042,967.3158,1.3403,Critical Alert
96.17485,57.02706,740.5504,1.3129,Critical Alert
96.198296,53.189354,828.34064,1.3421,Critical Alert
89.39512,59.890053,928.20215,1.458,Critical Alert
96.66847,55.1034,847.4454,1.3997,Critical Alert
94.88526,62.812733,659.222,1.304,Critical Alert
81.01384,58.659462,983.3259,1.3761,Critical Alert
96.419525,43.965557,986.1929,1.3594,Critical Alert
96.45098,59.526257,919.4679,1.5433,Critical Alert
79.916626,58.13892,960.7009,1.3285,Critical Alert
98.2403,56.17335,961.58057,1.5581,Critical Alert
85.19376,62.159657,845.9586,1.3496,Critical Alert
95.97125,63.615044,908.3392,1.5914,Critical Alert
88.16332,54.327698,928.6278,1.3505,Critical Alert
96.96734,61.481663,707.3483,1.362,Critical Alert
88.13779,57.375557,866.1472,1.3348,Critical Alert
83.455315,56.82858,976.7792,1.3742,Critical Alert
89.11741,54.243225,897.46735,1.3303,Critical Alert
97.235405,56.781242,850.3525,1.4381,Critical Alert
99.00772,54.961567,730.9209,1.3096,Critical Alert
94.57449,53.874054,927.2701,1.4329,Critical Alert
90.99591,59.043003,921.20514,1.4597,Critical Alert
91.89912,53.077602,892.30536,1.3456,Critical Alert
98.24163,55.766083,929.488,1.5181,Critical Alert
99.30888,44.232098,927.8394,1.3442,Critical Alert
95.53057,49.45365,918.99994,1.3661,Critical Alert
90.59766,58.64238,782.9564,1.3039,Critical Alert
89.01116,63.044456,985.1249,1.5629,Critical Alert
90.55301,57.409775,812.91095,1.3143,Critical Alert
96.56646,54.322987,819.82184,1.3569,Critical Alert
87.75713,57.165092,897.64886,1.3587,Critical Alert
76.98253,62.968815,936.2441,1.3398,Critical Alert
75.81755,63.727127,975.656,1.3766,Critical Alert
98.70833,59.59478,916.83844,1.5738,Critical Alert
99.380516,52.54376,767.7169,1.3138,Critical Alert
96.212166,63.703094,904.6133,1.5924,Critical Alert
99.57144,53.285988,978.2343,1.5474,Critical Alert
97.37348,55.301064,866.9976,1.4333,Critical Alert
87.424446,59.10545,989.5658,1.481,Critical Alert
83.929146,62.479656,869.4217,1.3612,Critical Alert
99.619835,39.474117,977.71765,1.3231,Critical Alert
88.31795,57.73961,889.26605,1.3673,Critical Alert
80.127625,60.61609,989.41595,1.4016,Critical Alert
81.25748,60.889584,932.60004,1.3631,Critical Alert
98.47646,52.746807,833.99963,1.3732,Critical Alert
88.85576,55.090282,877.8248,1.32,Critical Alert
85.42949,59.018738,853.9153,1.3102,Critical Alert
92.1644,59.038742,743.1652,1.2912,Critical Alert
96.37353,63.48641,629.77673,1.3055,Critical Alert
96.05143,58.359398,896.4073,1.4947,Critical Alert
99.58209,45.940052,973.87976,1.4236,Critical Alert
87.40878,63.076756,763.77515,1.3106,Critical Alert
99.04502,58.824574,935.4755,1.5855,Critical Alert
98.021805,58.166916,803.35675,1.4229,Critical Alert
95.66694,58.640774,789.31665,1.3825,Critical Alert
98.623695,47.72765,897.5405,1.3597,Critical Alert
95.28159,55.94154,805.04083,1.3495,Critical Alert
93.91207,57.835003,877.86725,1.4365,Critical Alert
90.08238,57.537132,978.3776,1.4817,Critical Alert
93.51808,57.670902,770.9572,1.3171,Critical Alert
86.713455,54.190224,918.68555,1.3173,Critical Alert
98.20717,63.08859,675.36285,1.3725,Critical Alert
76.556786,60.553093,951.0496,1.3099,Critical Alert
74.76305,62.880108,940.481,1.3112,Critical Alert
92.876015,57.53091,995.95667,1.5396,Critical Alert
93.49936,55.46384,932.69086,1.4491,Critical Alert
89.08977,60.533253,947.932,1.4846,Critical Alert
98.12522,57.93573,987.66077,1.6122,Critical Alert
94.65974,57.804035,762.2753,1.3265,Critical Alert
83.81106,51.50993,986.921,1.3034,Critical Alert
89.49521,63.169678,843.7558,1.4249,Critical Alert
97.88286,47.1003,995.5204,1.4408,Critical Alert
97.18895,58.535305,741.9642,1.3533,Critical Alert
93.66844,62.029922,819.1156,1.4402,Critical Alert
88.779076,60.765366,954.8475,1.4911,Critical Alert
87.48765,56.700798,998.7811,1.4524,Critical Alert
95.50837,63.899292,984.5935,1.6687,Critical Alert
95.34181,60.581867,805.26746,1.426,Critical Alert
96.319,59.03323,961.6915,1.5773,Critical Alert
99.80979,59.538425,909.82477,1.5813,Critical Alert
96.540596,56.541294,732.13586,1.3014,Critical Alert
83.379166,56.319885,925.7375,1.3119,Critical Alert
92.35179,61.91421,746.69946,1.3443,Critical Alert
93.45985,62.566837,848.1838,1.4761,Critical Alert
97.29125,58.710815,763.97186,1.3804,Critical Alert
96.36943,62.80245,755.92944,1.4255,Critical Alert
92.72539,59.156918,903.22876,1.4675,Critical Alert
81.23581,62.55166,841.52295,1.2951,Critical Alert
90.004074,56.40107,989.73804,1.4739,Critical Alert
85.65745,62.781384,841.90173,1.3621,Critical Alert
97.22419,47.475822,933.08685,1.3727,Critical Alert
96.166145,40.90133,984.0704,1.3038,Critical Alert
95.40334,54.23201,825.37915,1.3446,Critical Alert
96.14136,56.065136,920.74255,1.484,Critical Alert
89.934845,63.041363,917.9908,1.5063,Critical Alert
97.4289,42.230118,979.60425,1.3387,Critical Alert
99.38481,54.605015,913.4906,1.4989,Critical Alert
99.2077,60.90391,879.4113,1.5633,Critical Alert
95.05613,50.71126,863.70886,1.3223,Critical Alert
97.18916,57.79489,745.8658,1.3453,Critical Alert
93.445045,51.947266,861.46326,1.3172,Critical Alert
77.75329,63.610004,989.67737,1.4168,Critical Alert
84.254166,60.91751,999.8018,1.476,Critical Alert
99.89389,60.87937,869.70605,1.5626,Critical Alert
94.69946,61.969837,715.7092,1.3464,Critical Alert
91.67859,59.07374,823.41046,1.3683,Critical Alert
95.39423,54.40716,845.422,1.3682,Critical Alert
93.77836,63.570866,946.41986,1.5991,Critical Alert
93.24962,55.417313,966.8251,1.4803,Critical Alert
88.681366,61.556854,919.6629,1.466,Critical Alert
95.738686,58.871677,825.1428,1.4246,Critical Alert
86.9593,61.651733,841.8979,1.3623,Critical Alert
95.14887,54.37499,828.6588,1.3467,Critical Alert
87.85553,59.001995,979.26013,1.4747,Critical Alert
98.522316,61.052727,655.57874,1.3234,Critical Alert
89.09953,49.286793,953.195,1.3074,Critical Alert
91.917206,56.37148,858.1964,1.3639,Critical Alert
93.30426,59.916824,863.017,1.4463,Critical Alert
89.1939,63.069386,806.59344,1.3804,Critical Alert
86.64955,56.414913,958.83905,1.3943,Critical Alert
97.84462,57.006653,904.1061,1.5063,Critical Alert
96.835754,63.73993,784.37976,1.4769,Critical Alert
97.28474,59.82023,693.32764,1.325,Critical Alert
89.21787,57.67171,875.4496,1.3646,Critical Alert
99.50697,48.114994,873.0505,1.3531,Critical Alert
96.42071,63.4122,636.5401,1.312,Critical Alert
94.705894,60.702824,691.8452,1.3011,Critical Alert
95.64992,42.64568,988.4402,1.3293,Critical Alert
98.945724,51.689537,891.81635,1.4227,Critical Alert
82.49512,53.737354,960.5438,1.2935,Critical Alert
91.83645,50.226665,971.7659,1.3809,Critical Alert
98.88406,59.12932,983.8526,1.6384,Critical Alert
88.04285,57.21385,980.5185,1.4496,Critical Alert
95.73979,62.238358,682.5585,1.3311,Critical Alert
97.71719,60.804604,738.22107,1.3938,Critical Alert
97.74511,53.492687,915.6677,1.4597,Critical Alert
86.36849,63.721825,995.87305,1.5475,Critical Alert
78.93769,63.928444,896.87964,1.3423,Critical Alert
96.1233,56.92935,843.22723,1.4173,Critical Alert
96.526794,51.43746,845.3449,1.3359,Critical Alert
89.69282,57.7872,906.2233,1.4052,Critical Alert
84.90148,57.652546,881.3721,1.3091,Critical Alert
97.54994,50.46784,922.49976,1.4149,Critical Alert
93.58023,60.219456,971.2377,1.5676,Critical Alert
82.36769,56.331135,968.48865,1.3421,Critical Alert
93.04535,46.841766,980.19434,1.3519,Critical Alert
88.875725,60.4315,766.68036,1.2915,Critical Alert
97.44289,58.315014,877.3959,1.494,Critical Alert
99.52193,61.090485,945.9877,1.64,Critical Alert
76.51335,60.67613,978.4151,1.3397,Critical Alert
90.51006,57.268982,912.41797,1.4148,Critical Alert
92.79705,61.480564,979.1813,1.5852,Critical Alert
92.07972,63.68026,934.3867,1.5642,Critical Alert
99.762,53.572926,953.64984,1.5292,Critical Alert
89.43382,57.35791,838.56,1.3242,Critical Alert
94.95945,56.256042,861.66644,1.4089,Critical Alert
90.33678,62.000298,815.5739,1.3886,Critical Alert
96.30709,53.86534,932.5534,1.4629,Critical Alert
83.45056,59.01112,971.8964,1.4046,Critical Alert
98.2522,51.2962,939.71515,1.4563,Critical Alert
72.126526,61.85179,979.2863,1.2974,Critical Alert
75.81272,60.01891,993.6281,1.3349,Critical Alert
92.91149,49.305565,946.83856,1.3554,Critical Alert
88.938774,63.68701,827.5938,1.4086,Critical Alert
95.559395,60.93353,784.97015,1.4138,Critical Alert
85.66164,56.833744,880.99646,1.3062,Critical Alert
89.21703,57.673306,979.27985,1.4725,Critical Alert
92.77336,48.791218,982.31604,1.3819,Critical Alert
88.11396,63.064545,774.21924,1.3313,Critical Alert
99.52301,59.067684,912.8746,1.5727,Critical Alert
96.97224,59.051144,796.3956,1.4151,Critical Alert
93.234764,62.717316,797.27484,1.4225,Critical Alert
91.982574,51.668766,964.8366,1.3993,Critical Alert
99.67917,61.25845,886.0348,1.5827,Critical Alert
89.37794,52.170227,925.845,1.3298,Critical Alert
87.24189,62.565147,921.2339,1.4636,Critical Alert
96.81756,44.28052,944.4912,1.3268,Critical Alert
94.02808,58.73817,829.2062,1.4023,Critical Alert
94.78526,56.804714,821.0316,1.3731,Critical Alert
86.31966,51.420513,970.7521,1.3208,Critical Alert
85.78014,62.510494,891.2432,1.4107,Critical Alert
86.880005,58.463272,927.99634,1.3988,Critical Alert
97.91053,59.39051,885.7089,1.5268,Critical Alert
94.23594,61.373554,900.60004,1.5222,Critical Alert
88.145546,56.01784,861.6436,1.3081,Critical Alert
86.72227,61.51687,878.58813,1.3948,Critical Alert
95.34387,53.325108,986.9985,1.497,Critical Alert
99.438095,63.257603,705.55225,1.4242,Critical Alert
85.70221,62.35801,880.8789,1.3964,Critical Alert
94.240746,49.601555,950.74896,1.3831,Critical Alert
96.394936,54.919117,971.3769,1.5216,Critical Alert
79.37021,58.329304,942.86145,1.3053,Critical Alert
89.55384,62.27061,805.34894,1.3713,Critical Alert
84.92014,61.97332,911.0401,1.4104,Critical Alert
91.138016,58.26954,994.63324,1.5255,Critical Alert
91.77438,59.965843,972.4688,1.5391,Critical Alert
86.46699,56.18576,870.1821,1.2959,Critical Alert
97.822395,45.275208,915.9604,1.3276,Critical Alert
91.93723,56.441265,936.62354,1.4468,Critical Alert
95.01776,63.353104,653.6845,1.3089,Critical Alert
85.987686,53.977535,969.03394,1.3559,Critical Alert
94.01846,62.657436,836.729,1.4736,Critical Alert
99.199745,59.76943,884.16254,1.5497,Critical Alert
90.09995,60.159412,949.4698,1.4945,Critical Alert
92.92182,60.502907,919.93005,1.5095,Critical Alert
96.66425,48.65498,980.2855,1.4329,Critical Alert
98.481445,58.495327,702.6733,1.3302,Critical Alert
84.55282,60.016098,949.88293,1.4137,Critical Alert
95.19318,56.92191,914.9509,1.4784,Critical Alert
99.76548,61.701454,787.7212,1.4889,Critical Alert
98.95463,47.710644,845.928,1.3105,Critical Alert
96.088295,55.914463,771.7231,1.326,Critical Alert
92.68434,61.642853,956.7325,1.5629,Critical Alert
99.646866,59.27575,880.52814,1.5443,Critical Alert
84.255295,56.251686,910.1944,1.3071,Critical Alert
88.468796,63.687546,905.04034,1.4824,Critical Alert
98.792915,57.009457,844.0252,1.4573,Critical Alert
93.183815,63.743137,867.99756,1.5119,Critical Alert
97.5843,57.75435,972.3806,1.5856,Critical Alert
93.43184,63.22015,696.1281,1.3283,Critical Alert
93.708206,62.4155,905.3621,1.5366,Critical Alert
87.75422,58.16773,900.7237,1.3781,Critical Alert
92.106926,61.120934,732.98364,1.3137,Critical Alert
98.4781,49.599277,827.5402,1.3153,Critical Alert
88.423676,56.120056,949.3184,1.4048,Critical Alert
85.42656,54.34369,949.10126,1.3331,Critical Alert
97.244576,60.421825,973.8569,1.6257,Critical Alert
89.59819,60.087017,817.414,1.3489,Critical Alert
89.35696,58.51808,925.98224,1.4328,Critical Alert
99.8021,63.475636,702.7222,1.4299,Critical Alert
72.57988,61.677902,985.43304,1.3074,Critical Alert
79.093605,63.19331,935.38824,1.3726,Critical Alert
96.19332,60.10674,838.83813,1.4653,Critical Alert
77.47137,62.580845,922.4331,1.3261,Critical Alert
96.93839,56.50423,807.03674,1.3843,Critical Alert
89.689545,62.804016,744.32825,1.3184,Critical Alert
84.67955,60.060894,852.24207,1.3148,Critical Alert
85.9498,55.108208,982.84375,1.3881,Critical Alert
72.81296,63.92386,959.7565,1.3205,Critical Alert
99.87935,60.575726,989.6497,1.6821,Critical Alert
97.71215,60.817005,889.3543,1.551,Critical Alert
98.49207,58.723843,815.78143,1.4516,Critical Alert
98.48332,59.75748,966.09814,1.6245,Critical Alert
93.90681,61.110165,926.82556,1.5405,Critical Alert
98.69239,54.587227,900.7079,1.4755,Critical Alert
92.32525,57.66507,984.0507,1.5215,Critical Alert
96.557396,60.057114,862.3493,1.4941,Critical Alert
87.17703,60.72638,926.41956,1.4382,Critical Alert
96.230896,50.875748,872.67017,1.351,Critical Alert
95.340256,63.809864,731.3479,1.4017,Critical Alert
99.66405,44.574944,966.73193,1.3952,Critical Alert
97.645874,47.319355,863.8477,1.3042,Critical Alert
99.49401,63.710384,887.4987,1.6214,Critical Alert
78.12455,63.355038,925.9636,1.3517,Critical Alert
90.73307,55.929455,854.87866,1.3365,Critical Alert
97.58713,61.362892,763.37915,1.4271,Critical Alert
90.73558,62.363827,758.03656,1.3404,Critical Alert
91.453125,60.138756,894.67285,1.4564,Critical Alert
88.78705,54.177036,954.6114,1.3839,Critical Alert
97.29506,61.424793,764.77576,1.4254,Critical Alert
95.72292,54.263557,786.519,1.3093,Critical Alert
98.3022,49.975796,917.5999,1.4125,Critical Alert
97.98872,60.321705,970.8008,1.6315,Critical Alert
89.14737,60.76714,889.59467,1.4286,Critical Alert
96.75962,58.86968,722.8919,1.3328,Critical Alert
98.37797,39.035156,982.84265,1.3036,Critical Alert
99.29398,59.472126,959.17535,1.6242,Critical Alert
87.82172,63.713047,822.51276,1.3879,Critical Alert
87.99481,58.68228,995.38776,1.4883,Critical Alert
94.14766,44.64419,963.3928,1.3144,Critical Alert
86.96224,57.36796,870.6879,1.3226,Critical Alert
81.81741,63.63184,846.2865,1.3259,Critical Alert
98.83458,59.521534,897.0434,1.5539,Critical Alert
98.24546,57.752342,721.877,1.3347,Critical Alert
89.74182,62.284378,859.9259,1.4309,Critical Alert
97.85069,62.841827,764.2439,1.4558,Critical Alert
79.04328,63.17605,941.8393,1.3783,Critical Alert
95.48698,47.821396,957.6006,1.3791,Critical Alert
89.79111,49.94575,975.64825,1.3513,Critical Alert
92.28906,59.649162,841.7784,1.4054,Critical Alert
91.05099,55.89773,831.17773,1.3158,Critical Alert
91.21553,63.39511,716.609,1.3209,Critical Alert
95.21234,59.070633,990.4359,1.5921,Critical Alert
89.53197,57.51449,885.449,1.3769,Critical Alert
98.24766,55.895756,746.40326,1.33,Critical Alert
89.79587,55.539734,941.9495,1.4073,Critical Alert
97.05349,62.71227,853.1421,1.5348,Critical Alert
81.81081,54.80137,995.90533,1.3378,Critical Alert
90.45973,63.22419,945.9776,1.5458,Critical Alert
96.3878,58.24477,870.50226,1.4707,Critical Alert
87.71194,59.21598,845.5591,1.3372,Critical Alert
98.01359,44.121357,995.9496,1.3947,Critical Alert
94.841,49.790592,986.4909,1.4319,Critical Alert
74.36175,61.4204,981.10016,1.324,Critical Alert
96.56833,59.149036,910.67175,1.5297,Critical Alert
88.76478,61.450775,927.35626,1.4735,Critical Alert
80.7443,61.24232,906.788,1.3347,Critical Alert
98.135086,55.038296,923.1475,1.4982,Critical Alert
91.84005,60.829258,724.13696,1.296,Critical Alert
93.87056,58.3682,953.0594,1.5227,Critical Alert
87.65295,61.1128,945.95,1.4715,Critical Alert
95.133194,51.435978,946.2164,1.4209,Critical Alert
85.27108,50.28278,975.8855,1.2928,Critical Alert
87.49356,56.5744,977.0563,1.4278,Critical Alert
98.5712,50.523357,859.4272,1.3648,Critical Alert
91.264,59.520493,912.2496,1.462,Critical Alert
93.26768,52.100723,938.3131,1.397,Critical Alert
99.22017,63.642086,827.7585,1.5543,Critical Alert
83.04017,56.80847,998.63226,1.3907,Critical Alert
85.9834,63.603283,970.4975,1.5138,Critical Alert
82.49722,56.656532,970.1618,1.3509,Critical Alert
96.99402,54.763493,809.5199,1.3594,Critical Alert
92.08239,62.055603,879.3227,1.4806,Critical Alert
88.98295,63.298332,892.7147,1.4706,Critical Alert
92.55454,55.90304,965.7773,1.4772,Critical Alert
97.19889,53.519405,923.7518,1.4608,Critical Alert
96.789276,54.71741,863.2464,1.4116,Critical Alert
77.18446,61.89051,920.8312,1.3092,Critical Alert
93.202446,59.787045,918.12573,1.5,Critical Alert
97.77714,62.990974,828.9423,1.5244,Critical Alert
91.12544,59.05903,841.8691,1.3794,Critical Alert
96.31716,63.058205,815.92426,1.4912,Critical Alert
99.97916,62.20265,801.7791,1.5147,Critical Alert
86.54978,61.58483,859.4227,1.3736,Critical Alert
91.525314,60.897266,808.18646,1.3799,Critical Alert
89.431694,48.819237,973.3899,1.3256,Critical Alert
82.32267,57.634377,946.0629,1.3393,Critical Alert
90.23237,63.55193,967.4178,1.5701,Critical Alert
94.32562,53.716053,942.44324,1.4426,Critical Alert
83.674866,51.165386,996.6606,1.306,Critical Alert
99.98045,44.792152,927.1614,1.3621,Critical Alert
75.16049,59.540752,976.01447,1.2996,Critical Alert
99.37981,52.62996,818.4101,1.3679,Critical Alert
85.40466,63.562798,821.04376,1.3496,Critical Alert
99.48905,59.77485,736.9476,1.4009,Critical Alert
91.26304,57.729137,795.861,1.3119,Critical Alert
99.525734,54.520496,995.23126,1.5845,Critical Alert
97.176476,62.11271,906.59827,1.5823,Critical Alert
78.30214,63.3347,905.97046,1.3331,Critical Alert
86.259865,58.34512,876.05743,1.3341,Critical Alert
86.21342,61.88541,882.58575,1.3978,Critical Alert
91.63098,60.036015,813.99347,1.3735,Critical Alert
84.03097,55.48397,941.7936,1.3242,Critical Alert
88.37236,54.414932,914.7271,1.3405,Critical Alert
90.652504,60.782494,972.2635,1.5362,Critical Alert
88.57793,61.329838,824.58124,1.3621,Critical Alert
95.462906,60.64173,773.2929,1.3955,Critical Alert
82.07795,61.974922,969.0352,1.4302,Critical Alert
94.31732,52.869576,831.27795,1.3132,Critical Alert
92.48684,56.91723,992.3303,1.5203,Critical Alert
87.80833,60.40055,988.4624,1.5063,Critical Alert
98.32717,58.529346,750.5488,1.3783,Critical Alert
95.94403,53.568913,781.21606,1.2957,Critical Alert
98.59991,42.401314,977.3828,1.3558,Critical Alert
90.46391,54.20979,992.2832,1.4475,Critical Alert
99.17474,45.59976,902.67487,1.3383,Critical Alert
81.30126,59.426456,954.7029,1.3629,Critical Alert
98.7276,57.05771,988.31525,1.6071,Critical Alert
80.75568,54.886463,983.936,1.3117,Critical Alert
83.066246,53.57257,960.9783,1.2994,Critical Alert
99.08157,54.511845,752.18835,1.3254,Critical Alert
95.49255,63.1628,911.74695,1.5808,Critical Alert
95.78834,50.655567,891.8844,1.3611,Critical Alert
89.77396,63.35765,723.4334,1.3069,Critical Alert
87.64517,48.643883,977.95685,1.3021,Critical Alert
97.70611,41.402943,955.9807,1.3046,Critical Alert
79.43359,57.18584,968.5129,1.3143,Critical Alert
93.54997,46.882908,976.4303,1.3558,Critical Alert
76.86421,60.7125,977.34863,1.3442,Critical Alert
91.76497,53.607975,915.5881,1.3765,Critical Alert
91.62674,49.519142,901.274,1.2932,Critical Alert
86.71128,61.10551,979.8069,1.4932,Critical Alert
97.61539,51.3733,958.65216,1.4681,Critical Alert
84.55523,54.738155,923.1794,1.3002,Critical Alert
95.92715,61.655434,741.26904,1.3853,Critical Alert
98.7312,45.825912,877.2467,1.3093,Critical Alert
95.40108,61.887333,666.43866,1.3038,Critical Alert
96.50393,60.31083,929.8989,1.5677,Critical Alert
98.239174,52.62429,779.476,1.3111,Critical Alert
95.80152,57.591106,829.1385,1.4088,Critical Alert
78.8842,58.456936,968.33545,1.3269,Critical Alert
85.03555,55.61712,929.2619,1.3277,Critical Alert
74.63824,63.32612,930.48157,1.3063,Critical Alert
98.79836,58.489296,727.3305,1.3602,Critical Alert
81.41346,62.424835,879.74097,1.3353,Critical Alert
91.58118,61.29778,895.69775,1.4782,Critical Alert
85.79932,61.900352,829.4603,1.3369,Critical Alert
93.38943,57.606018,967.52423,1.5185,Critical Alert
88.15152,63.943623,738.4205,1.3089,Critical Alert
84.062546,60.018547,924.84076,1.3807,Critical Alert
89.99099,62.186142,948.7379,1.5251,Critical Alert
91.289185,53.669575,879.89996,1.3336,Critical Alert
99.36873,54.44515,887.57623,1.4691,Critical Alert
80.86492,58.955894,999.7441,1.3958,Critical Alert
98.056854,61.56094,928.12683,1.6082,Critical Alert
89.73829,53.706554,931.9501,1.3663,Critical Alert
95.80142,58.740974,904.72644,1.506,Critical Alert
95.24609,53.106434,898.0365,1.3996,Critical Alert
89.13786,49.677696,951.9199,1.313,Critical Alert
88.51509,60.234203,885.49445,1.4067,Critical Alert
99.30771,47.625813,852.66974,1.3212,Critical Alert
97.63813,62.300964,890.6253,1.5753,Critical Alert
95.36371,58.354797,714.04517,1.2954,Critical Alert
